Store,Dept,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Lag_1,Lag_2,Rolling_Mean,Type_B,Type_C,Size,Month,Risk_Category,Predicted_Sales,Scenario_Sales,Store_Category,Anomaly
4,46,2011-12-30,44611.4,True,36.89,3.119,3496.13,72413.71,399.77,776.26,5012.53,130.0710323,5.143,92796.26,72816.64,65001.159999999996,False,False,205863,12,Normal,46483.73039999997,53456.289959999966,High,False
4,46,2012-01-06,35844.43,False,38.64,3.158,7857.71,38677.72,234.0,863.22,8682.95,130.1575161,4.607,44611.4,92796.26,61517.182499999995,False,False,205863,1,Normal,36688.89259999998,36688.89259999998,High,False
4,46,2012-01-13,32489.77,False,34.41,3.263,3666.28,14553.37,76.37,820.37,5955.28,130.244,4.607,35844.43,44611.4,51435.465,False,False,205863,1,Normal,39823.304200000006,39823.304200000006,High,False
4,46,2012-01-20,36943.15,False,42.09,3.273,2109.41,7040.02,44.16,918.36,1116.83,130.2792258,4.607,32489.77,35844.43,37472.1875,False,False,205863,1,Normal,39950.33719999997,39950.33719999997,High,False
4,46,2012-01-27,35262.88,False,40.31,3.29,1346.06,3740.12,46.16,445.47,2451.89,130.3144516,4.607,36943.15,32489.77,35135.0575,False,False,205863,1,Normal,34936.01339999998,34936.01339999998,High,False
4,46,2012-02-03,38462.7,False,41.81,3.354,50820.76,4033.29,285.11,48086.64,7456.15,130.3496774,4.607,35262.88,36943.15,35789.625,False,False,205863,2,Normal,37585.21159999998,37585.21159999998,High,False
4,46,2012-02-10,41889.86,True,33.0,3.411,11374.63,7208.51,118.37,12869.78,10618.93,130.3849032,4.607,38462.7,35262.88,38139.6475,False,False,205863,2,Normal,41428.755200000036,47643.06848000004,High,False
4,46,2012-02-17,41818.88,False,34.19,3.493,14225.99,11049.65,17.36,11912.49,7565.99,130.4546207,4.607,41889.86,38462.7,39358.58,False,False,205863,2,Normal,40878.90399999996,40878.90399999996,High,False
4,46,2012-02-24,42316.86,False,41.31,3.541,9777.71,4703.88,5.4,1179.72,9352.14,130.5502069,4.607,41818.88,41889.86,41122.075,False,False,205863,2,Normal,41461.57860000002,41461.57860000002,High,False
4,46,2012-03-02,44330.74,False,50.38,3.619,18564.88,1394.86,32.93,10714.6,3592.82,130.6457931,4.607,42316.86,41818.88,42589.085,False,False,205863,3,Normal,43528.36260000001,43528.36260000001,High,False
4,46,2012-03-09,44047.05,False,53.63,3.667,8779.57,602.02,8.53,1103.64,9464.98,130.7413793,4.607,44330.74,42316.86,43128.3825,False,False,205863,3,Normal,44136.57240000002,44136.57240000002,High,False
4,46,2012-03-23,38505.51,False,59.07,3.759,8806.8,-10.5,5.99,739.14,4396.97,130.8966452,4.607,42976.88,44047.05,42465.045,False,False,205863,3,Normal,40353.155999999995,40353.155999999995,High,False
4,46,2012-03-30,40682.68,False,72.63,3.82,2565.8,442.52,6.5,487.66,4076.68,130.9670968,4.607,38505.51,42976.88,41553.03,False,False,205863,3,Normal,40327.52899999998,40327.52899999998,High,False
4,46,2012-04-13,38033.53,False,68.69,3.881,12506.74,5941.43,30.84,3915.29,4392.95,131.108,4.308,45562.53,40682.68,40696.0625,False,False,205863,4,Normal,38346.788600000014,38346.788600000014,High,False
4,46,2012-04-20,40699.17,False,68.6,3.864,2774.39,4279.41,43.43,2409.97,4544.22,131.1173333,4.308,38033.53,45562.53,41244.47749999999,False,False,205863,4,Normal,40265.67359999998,40265.67359999998,High,False
4,46,2012-04-27,40140.28,False,76.47,3.81,3993.66,97.77,26.68,113.37,3947.45,131.1266667,4.308,40699.17,38033.53,41108.8775,False,False,205863,4,Normal,41603.34260000001,41603.34260000001,High,False
4,46,2012-05-11,41754.35,False,67.64,3.685,20499.88,86.0,103.05,5005.96,3815.16,131.1453333,4.308,45042.0,40140.28,41908.95,False,False,205863,5,Normal,41172.54680000002,41172.54680000002,High,False
4,46,2012-05-25,47711.42,False,77.47,3.551,4330.02,436.0,862.31,3268.41,3749.53,131.0287742,4.308,43653.8,41754.35,44540.3925,False,False,205863,5,Normal,47597.67799999998,47597.67799999998,High,False
4,46,2012-06-01,46385.43,False,77.41,3.483,10165.22,8.6,47.93,2676.33,4896.34,130.9592258,4.308,47711.42,43653.8,44876.25,False,False,205863,6,Normal,46089.27659999999,46089.27659999999,High,False
4,46,2012-06-08,48735.17,False,78.11,3.433,7429.46,249.8,7.86,4235.27,9690.55,130.8896774,4.308,46385.43,47711.42,46621.455,False,False,205863,6,Normal,48135.63839999997,48135.63839999997,High,False
4,46,2012-06-15,44534.29,False,80.94,3.372,16063.84,84.0,0.22,2105.39,6113.16,130.8295333,4.308,48735.17,46385.43,46841.5775,False,False,205863,6,Normal,45417.92300000002,45417.92300000002,High,False
4,46,2012-06-22,43062.3,False,81.63,3.329,6619.2,351.22,3.48,5390.02,10920.89,130.7929,4.308,44534.29,48735.17,45679.2975,False,False,205863,6,Normal,43496.70540000002,43496.70540000002,High,False
4,46,2012-07-06,45351.89,False,80.37,3.187,9789.03,90.0,157.62,10671.47,3864.91,130.7196333,4.077,46148.9,43062.3,44774.345,False,False,205863,7,Normal,45989.59859999998,45989.59859999998,High,False
4,46,2012-07-13,42263.9,False,76.86,3.224,11075.38,151.0,17.27,3810.25,4766.88,130.683,4.077,45351.89,46148.9,44206.747500000005,False,False,205863,7,Normal,41852.83459999999,41852.83459999999,High,False
4,46,2012-07-20,41346.03,False,79.14,3.263,4799.23,47.55,30.56,634.78,4648.91,130.7012903,4.077,42263.9,45351.89,43777.68,False,False,205863,7,Normal,41331.31400000001,41331.31400000001,High,False
4,46,2012-07-27,40599.31,False,81.06,3.356,7011.68,68.7,4.26,13565.83,3841.61,130.7195806,4.077,41346.03,42263.9,42390.2825,False,False,205863,7,Normal,41197.38460000003,41197.38460000003,High,False
4,46,2012-08-03,40539.75,False,83.86,3.374,29127.2,42.27,58.34,22663.73,10925.99,130.737871,4.077,40599.31,41346.03,41187.2475,False,False,205863,8,Normal,40502.1884,40502.1884,High,False
4,46,2012-08-10,39998.97,False,83.21,3.476,16996.42,36.6,60.94,4777.2,3937.09,130.7561613,4.077,40539.75,40599.31,40621.015,False,False,205863,8,Normal,40245.13719999999,40245.13719999999,High,False
4,46,2012-08-17,39764.02,False,81.41,3.552,2531.63,15.04,5.54,1269.13,3528.9,130.7909677,4.077,39998.97,40539.75,40225.5125,False,False,205863,8,Normal,39745.0566,39745.0566,High,False
4,46,2012-08-31,36557.56,False,76.47,3.646,19617.58,1.02,68.29,7187.73,6428.12,130.8853548,4.077,37027.76,39764.02,38337.0775,False,False,205863,8,Normal,36717.475,36717.475,High,False
4,46,2012-09-07,35781.85,True,82.09,3.709,9082.61,16.0,59.06,7217.88,8026.47,130.9325484,4.077,36557.56,37027.76,37282.7975,False,False,205863,9,Normal,36853.574000000015,42381.61010000001,High,False
4,46,2012-09-21,34808.92,False,68.97,3.721,11214.89,5.73,16.84,6376.86,4417.13,131.0103333,4.077,35137.58,35781.85,35571.47749999999,False,False,205863,9,Normal,35068.49919999999,35068.49919999999,High,False
4,46,2012-09-28,34595.73,False,71.74,3.666,5333.92,5.73,2.94,1931.02,9753.37,131.043,4.077,34808.92,35137.58,35081.02,False,False,205863,9,Normal,33985.56219999999,33985.56219999999,High,False
4,47,2011-12-02,24.0,False,38.71,3.176,9762.39,160.94,2260.29,4767.86,28604.2,129.8459667,5.143,55.0,-31.0,17.5,False,False,205863,12,Normal,39.789,39.789,High,False
4,48,2011-11-11,2093.0,False,47.12,3.286,12851.52,16658.47,430.13,5630.01,9213.39,129.8167097,5.143,3240.0,1686.0,2543.25,False,False,205863,11,Normal,2473.1160000000004,2473.1160000000004,High,False
4,48,2011-11-18,2498.0,False,50.44,3.294,4539.94,840.56,372.9,613.96,5358.13,129.8268333,5.143,2093.0,3240.0,2379.25,False,False,205863,11,Normal,2195.1305999999995,2195.1305999999995,High,False
4,48,2011-11-25,5851.0,True,47.96,3.225,561.45,137.88,83340.33,44.04,9239.23,129.8364,5.143,2498.0,2093.0,3420.5,False,False,205863,11,Normal,5873.659199999999,6754.7080799999985,High,False
4,48,2011-12-02,3578.0,False,38.71,3.176,9762.39,160.94,2260.29,4767.86,28604.2,129.8459667,5.143,5851.0,2498.0,3505.0,False,False,205863,12,Normal,3699.3532000000014,3699.3532000000014,High,False
4,48,2011-12-09,6878.0,False,31.64,3.153,5857.72,30.0,984.98,4692.5,13503.99,129.8555333,5.143,3578.0,5851.0,4701.25,False,False,205863,12,Normal,5702.8624,5702.8624,High,False
4,48,2011-12-16,6772.0,False,36.44,3.149,2756.67,72.3,1790.15,777.65,10261.95,129.8980645,5.143,6878.0,3578.0,5769.75,False,False,205863,12,Normal,7241.600800000001,7241.600800000001,High,False
4,48,2011-12-23,10360.06,False,35.92,3.103,2461.94,69.05,2938.24,52.0,4396.76,129.9845484,5.143,6772.0,6878.0,6897.014999999999,False,False,205863,12,Normal,9762.666799999999,9762.666799999999,High,False
4,48,2011-12-30,4336.12,True,36.89,3.119,3496.13,72413.71,399.77,776.26,5012.53,130.0710323,5.143,10360.06,6772.0,7086.545,False,False,205863,12,Normal,4626.810599999999,5320.832189999998,High,False
4,48,2012-01-06,1505.0,False,38.64,3.158,7857.71,38677.72,234.0,863.22,8682.95,130.1575161,4.607,4336.12,10360.06,5743.295,False,False,205863,1,Normal,1606.8356000000003,1606.8356000000003,High,False
4,48,2012-01-13,2670.0,False,34.41,3.263,3666.28,14553.37,76.37,820.37,5955.28,130.244,4.607,1505.0,4336.12,4717.795,False,False,205863,1,Normal,2754.441799999999,2754.441799999999,High,False
4,48,2012-01-20,3049.0,False,42.09,3.273,2109.41,7040.02,44.16,918.36,1116.83,130.2792258,4.607,2670.0,1505.0,2890.0299999999997,False,False,205863,1,Normal,3085.603,3085.603,High,False
4,48,2012-01-27,1392.03,False,40.31,3.29,1346.06,3740.12,46.16,445.47,2451.89,130.3144516,4.607,3049.0,2670.0,2154.0075,False,False,205863,1,Normal,1573.6329999999996,1573.6329999999996,High,False
4,48,2012-02-03,2307.05,False,41.81,3.354,50820.76,4033.29,285.11,48086.64,7456.15,130.3496774,4.607,1392.03,3049.0,2354.52,False,False,205863,2,Normal,2316.990600000001,2316.990600000001,High,False
4,48,2012-02-10,1828.0,True,33.0,3.411,11374.63,7208.51,118.37,12869.78,10618.93,130.3849032,4.607,2307.05,1392.03,2144.02,False,False,205863,2,Normal,2526.1162000000004,2905.0336300000004,High,False
4,48,2012-02-17,4549.0,False,34.19,3.493,14225.99,11049.65,17.36,11912.49,7565.99,130.4546207,4.607,1828.0,2307.05,2519.02,False,False,205863,2,Normal,3977.4133999999995,3977.4133999999995,High,False
4,48,2012-02-24,5814.0,False,41.31,3.541,9777.71,4703.88,5.4,1179.72,9352.14,130.5502069,4.607,4549.0,1828.0,3624.5125,False,False,205863,2,Normal,5686.105199999999,5686.105199999999,High,False
4,48,2012-03-02,4507.0,False,50.38,3.619,18564.88,1394.86,32.93,10714.6,3592.82,130.6457931,4.607,5814.0,4549.0,4174.5,False,False,205863,3,Normal,3950.9826000000007,3950.9826000000007,High,False
4,48,2012-03-09,4285.0,False,53.63,3.667,8779.57,602.02,8.53,1103.64,9464.98,130.7413793,4.607,4507.0,5814.0,4788.75,False,False,205863,3,Normal,4218.541800000001,4218.541800000001,High,False
4,48,2012-03-23,3498.0,False,59.07,3.759,8806.8,-10.5,5.99,739.14,4396.97,130.8966452,4.607,1470.0,4285.0,3440.0,False,False,205863,3,Normal,3237.2971999999995,3237.2971999999995,High,False
4,48,2012-03-30,4320.0,False,72.63,3.82,2565.8,442.52,6.5,487.66,4076.68,130.9670968,4.607,3498.0,1470.0,3393.25,False,False,205863,3,Normal,4570.485599999999,4570.485599999999,High,False
4,48,2012-04-13,2964.0,False,68.69,3.881,12506.74,5941.43,30.84,3915.29,4392.95,131.108,4.308,2449.0,4320.0,3307.75,False,False,205863,4,Normal,2839.645,2839.645,High,False
4,48,2012-04-20,2059.0,False,68.6,3.864,2774.39,4279.41,43.43,2409.97,4544.22,131.1173333,4.308,2964.0,2449.0,2948.0,False,False,205863,4,Normal,2700.350400000001,2700.350400000001,High,False
4,48,2012-04-27,2930.0,False,76.47,3.81,3993.66,97.77,26.68,113.37,3947.45,131.1266667,4.308,2059.0,2964.0,2600.5,False,False,205863,4,Normal,2723.9467999999997,2723.9467999999997,High,False
4,48,2012-05-11,3573.0,False,67.64,3.685,20499.88,86.0,103.05,5005.96,3815.16,131.1453333,4.308,267.0,2930.0,2207.25,False,False,205863,5,Normal,3111.8496,3111.8496,High,False
4,48,2012-05-25,1105.0,False,77.47,3.551,4330.02,436.0,862.31,3268.41,3749.53,131.0287742,4.308,2119.0,3573.0,1766.0,False,False,205863,5,Normal,969.9780000000003,969.9780000000003,High,False
4,48,2012-06-01,2544.0,False,77.41,3.483,10165.22,8.6,47.93,2676.33,4896.34,130.9592258,4.308,1105.0,2119.0,2335.25,False,False,205863,6,Normal,2261.9592000000002,2261.9592000000002,High,False
4,48,2012-06-08,1209.0,False,78.11,3.433,7429.46,249.8,7.86,4235.27,9690.55,130.8896774,4.308,2544.0,1105.0,1744.25,False,False,205863,6,Normal,1418.106,1418.106,High,False
4,48,2012-06-15,1974.0,False,80.94,3.372,16063.84,84.0,0.22,2105.39,6113.16,130.8295333,4.308,1209.0,2544.0,1708.0,False,False,205863,6,Normal,1739.2802000000001,1739.2802000000001,High,False
4,48,2012-06-22,2411.0,False,81.63,3.329,6619.2,351.22,3.48,5390.02,10920.89,130.7929,4.308,1974.0,1209.0,2034.5,False,False,205863,6,Normal,2379.489,2379.489,High,False
4,48,2012-07-06,4339.0,False,80.37,3.187,9789.03,90.0,157.62,10671.47,3864.91,130.7196333,4.077,1881.0,2411.0,2651.25,False,False,205863,7,Normal,3596.2402,3596.2402,High,False
4,48,2012-07-13,2355.0,False,76.86,3.224,11075.38,151.0,17.27,3810.25,4766.88,130.683,4.077,4339.0,1881.0,2746.5,False,False,205863,7,Normal,2729.0124,2729.0124,High,False
4,48,2012-07-20,3074.0,False,79.14,3.263,4799.23,47.55,30.56,634.78,4648.91,130.7012903,4.077,2355.0,4339.0,2912.25,False,False,205863,7,Normal,2682.4730000000004,2682.4730000000004,High,False
4,48,2012-07-27,958.0,False,81.06,3.356,7011.68,68.7,4.26,13565.83,3841.61,130.7195806,4.077,3074.0,2355.0,2681.5,False,False,205863,7,Normal,1599.8041999999998,1599.8041999999998,High,False
4,48,2012-08-03,875.0,False,83.86,3.374,29127.2,42.27,58.34,22663.73,10925.99,130.737871,4.077,958.0,3074.0,1815.5,False,False,205863,8,Normal,1028.15,1028.15,High,False
4,48,2012-08-10,4082.0,False,83.21,3.476,16996.42,36.6,60.94,4777.2,3937.09,130.7561613,4.077,875.0,958.0,2247.25,False,False,205863,8,Normal,3632.9009999999994,3632.9009999999994,High,False
4,48,2012-08-17,5625.0,False,81.41,3.552,2531.63,15.04,5.54,1269.13,3528.9,130.7909677,4.077,4082.0,875.0,2885.0,False,False,205863,8,Normal,5211.3064,5211.3064,High,False
4,48,2012-08-31,4188.0,False,76.47,3.646,19617.58,1.02,68.29,7187.73,6428.12,130.8853548,4.077,1898.0,5625.0,3948.25,False,False,205863,8,Normal,3651.0426,3651.0426,High,False
4,48,2012-09-07,6013.0,True,82.09,3.709,9082.61,16.0,59.06,7217.88,8026.47,130.9325484,4.077,4188.0,1898.0,4431.0,False,False,205863,9,Normal,6180.0664,7107.076359999999,High,False
4,48,2012-09-21,3834.0,False,68.97,3.721,11214.89,5.73,16.84,6376.86,4417.13,131.0103333,4.077,2788.0,6013.0,4205.75,False,False,205863,9,Normal,3713.9572000000003,3713.9572000000003,High,False
4,48,2012-09-28,5231.0,False,71.74,3.666,5333.92,5.73,2.94,1931.02,9753.37,131.043,4.077,3834.0,2788.0,4466.5,False,False,205863,9,Normal,5474.5464,5474.5464,High,False
4,49,2011-11-11,4882.06,False,47.12,3.286,12851.52,16658.47,430.13,5630.01,9213.39,129.8167097,5.143,5310.74,5124.19,5446.58,False,False,205863,11,Normal,5179.291599999998,5179.291599999998,High,False
4,49,2011-11-18,8455.14,False,50.44,3.294,4539.94,840.56,372.9,613.96,5358.13,129.8268333,5.143,4882.06,5310.74,5943.032499999999,False,False,205863,11,Normal,7928.6614000000045,7928.6614000000045,High,False
4,49,2011-11-25,4818.55,True,47.96,3.225,561.45,137.88,83340.33,44.04,9239.23,129.8364,5.143,8455.14,4882.06,5866.6225,False,False,205863,11,Normal,5333.6547999999975,6133.703019999996,High,False
4,49,2011-12-02,7636.66,False,38.71,3.176,9762.39,160.94,2260.29,4767.86,28604.2,129.8459667,5.143,4818.55,8455.14,6448.1025,False,False,205863,12,Normal,6935.822799999998,6935.822799999998,High,False
4,49,2011-12-09,5465.88,False,31.64,3.153,5857.72,30.0,984.98,4692.5,13503.99,129.8555333,5.143,7636.66,4818.55,6594.057499999999,False,False,205863,12,Normal,6441.968800000002,6441.968800000002,High,False
4,49,2011-12-16,5197.9,False,36.44,3.149,2756.67,72.3,1790.15,777.65,10261.95,129.8980645,5.143,5465.88,7636.66,5779.7474999999995,False,False,205863,12,Normal,5034.3449999999975,5034.3449999999975,High,False
4,49,2011-12-23,5865.74,False,35.92,3.103,2461.94,69.05,2938.24,52.0,4396.76,129.9845484,5.143,5197.9,5465.88,6041.545,False,False,205863,12,Normal,6477.179399999997,6477.179399999997,High,False
4,49,2011-12-30,6555.14,True,36.89,3.119,3496.13,72413.71,399.77,776.26,5012.53,130.0710323,5.143,5865.74,5197.9,5771.165,False,False,205863,12,Normal,6749.155400000004,7761.528710000004,High,False
4,49,2012-01-06,8765.51,False,38.64,3.158,7857.71,38677.72,234.0,863.22,8682.95,130.1575161,4.607,6555.14,5865.74,6596.072499999999,False,False,205863,1,Normal,7845.119400000004,7845.119400000004,High,False
4,49,2012-01-13,4634.75,False,34.41,3.263,3666.28,14553.37,76.37,820.37,5955.28,130.244,4.607,8765.51,6555.14,6455.285,False,False,205863,1,Normal,4651.7,4651.7,High,False
4,49,2012-01-20,3990.57,False,42.09,3.273,2109.41,7040.02,44.16,918.36,1116.83,130.2792258,4.607,4634.75,8765.51,5986.4925,False,False,205863,1,Normal,4071.5700000000015,4071.5700000000015,High,False
4,49,2012-01-27,5411.98,False,40.31,3.29,1346.06,3740.12,46.16,445.47,2451.89,130.3144516,4.607,3990.57,4634.75,5700.702499999999,False,False,205863,1,Normal,5051.602400000004,5051.602400000004,High,False
4,49,2012-02-03,7397.96,False,41.81,3.354,50820.76,4033.29,285.11,48086.64,7456.15,130.3496774,4.607,5411.98,3990.57,5358.815,False,False,205863,2,Normal,7316.3848,7316.3848,High,False
4,49,2012-02-10,7680.99,True,33.0,3.411,11374.63,7208.51,118.37,12869.78,10618.93,130.3849032,4.607,7397.96,5411.98,6120.375,False,False,205863,2,Normal,7361.090199999997,8465.253729999995,High,False
4,49,2012-02-17,6791.98,False,34.19,3.493,14225.99,11049.65,17.36,11912.49,7565.99,130.4546207,4.607,7680.99,7397.96,6820.7275,False,False,205863,2,Normal,6698.287599999999,6698.287599999999,High,False
4,49,2012-02-24,9303.47,False,41.31,3.541,9777.71,4703.88,5.4,1179.72,9352.14,130.5502069,4.607,6791.98,7680.99,7793.599999999999,False,False,205863,2,Normal,8837.088799999994,8837.088799999994,High,False
4,49,2012-03-02,10053.55,False,50.38,3.619,18564.88,1394.86,32.93,10714.6,3592.82,130.6457931,4.607,9303.47,6791.98,8457.4975,False,False,205863,3,Normal,9808.008799999996,9808.008799999996,High,False
4,49,2012-03-09,7929.9,False,53.63,3.667,8779.57,602.02,8.53,1103.64,9464.98,130.7413793,4.607,10053.55,9303.47,8519.724999999999,False,False,205863,3,Normal,7798.051400000005,7798.051400000005,High,False
4,49,2012-03-23,7821.24,False,59.07,3.759,8806.8,-10.5,5.99,739.14,4396.97,130.8966452,4.607,7407.07,7929.9,8302.939999999999,False,False,205863,3,Normal,8092.256999999997,8092.256999999997,High,False
4,49,2012-03-30,6378.65,False,72.63,3.82,2565.8,442.52,6.5,487.66,4076.68,130.9670968,4.607,7821.24,7407.07,7384.215,False,False,205863,3,Normal,6774.558799999999,6774.558799999999,High,False
4,49,2012-04-13,7368.12,False,68.69,3.881,12506.74,5941.43,30.84,3915.29,4392.95,131.108,4.308,6562.09,6378.65,7032.525,False,False,205863,4,Normal,7422.637799999998,7422.637799999998,High,False
4,49,2012-04-20,6856.1,False,68.6,3.864,2774.39,4279.41,43.43,2409.97,4544.22,131.1173333,4.308,7368.12,6562.09,6791.24,False,False,205863,4,Normal,6896.8439999999955,6896.8439999999955,High,False
4,49,2012-04-27,4923.36,False,76.47,3.81,3993.66,97.77,26.68,113.37,3947.45,131.1266667,4.308,6856.1,7368.12,6427.4175,False,False,205863,4,Normal,5203.548199999996,5203.548199999996,High,False
4,49,2012-05-11,7407.68,False,67.64,3.685,20499.88,86.0,103.05,5005.96,3815.16,131.1453333,4.308,7254.47,4923.36,6610.4025,False,False,205863,5,Normal,7400.428399999996,7400.428399999996,High,False
4,49,2012-05-25,5716.07,False,77.47,3.551,4330.02,436.0,862.31,3268.41,3749.53,131.0287742,4.308,8629.54,7407.68,7251.9400000000005,False,False,205863,5,Normal,6204.798800000002,6204.798800000002,High,False
4,49,2012-06-01,5780.23,False,77.41,3.483,10165.22,8.6,47.93,2676.33,4896.34,130.9592258,4.308,5716.07,8629.54,6883.38,False,False,205863,6,Normal,5824.996799999999,5824.996799999999,High,False
4,49,2012-06-08,6824.54,False,78.11,3.433,7429.46,249.8,7.86,4235.27,9690.55,130.8896774,4.308,5780.23,5716.07,6737.595,False,False,205863,6,Normal,7033.688399999998,7033.688399999998,High,False
4,49,2012-06-15,6352.04,False,80.94,3.372,16063.84,84.0,0.22,2105.39,6113.16,130.8295333,4.308,6824.54,5780.23,6168.219999999999,False,False,205863,6,Normal,6359.502799999999,6359.502799999999,High,False
4,49,2012-06-22,6613.23,False,81.63,3.329,6619.2,351.22,3.48,5390.02,10920.89,130.7929,4.308,6352.04,6824.54,6392.51,False,False,205863,6,Normal,6564.5455999999995,6564.5455999999995,High,False
4,49,2012-07-06,5956.79,False,80.37,3.187,9789.03,90.0,157.62,10671.47,3864.91,130.7196333,4.077,6265.66,6613.23,6296.929999999999,False,False,205863,7,Normal,6115.107800000001,6115.107800000001,High,False
4,49,2012-07-13,7027.58,False,76.86,3.224,11075.38,151.0,17.27,3810.25,4766.88,130.683,4.077,5956.79,6265.66,6465.8150000000005,False,False,205863,7,Normal,6860.445199999998,6860.445199999998,High,False
4,49,2012-07-20,8212.1,False,79.14,3.263,4799.23,47.55,30.56,634.78,4648.91,130.7012903,4.077,7027.58,5956.79,6865.532499999999,False,False,205863,7,Normal,8008.380999999998,8008.380999999998,High,False
4,49,2012-07-27,7522.96,False,81.06,3.356,7011.68,68.7,4.26,13565.83,3841.61,130.7195806,4.077,8212.1,7027.58,7179.8575,False,False,205863,7,Normal,7054.6892000000025,7054.6892000000025,High,False
4,49,2012-08-03,5208.81,False,83.86,3.374,29127.2,42.27,58.34,22663.73,10925.99,130.737871,4.077,7522.96,8212.1,6992.8625,False,False,205863,8,Normal,5855.828599999999,5855.828599999999,High,False
4,49,2012-08-10,9387.7,False,83.21,3.476,16996.42,36.6,60.94,4777.2,3937.09,130.7561613,4.077,5208.81,7522.96,7582.8925,False,False,205863,8,Normal,8245.856800000003,8245.856800000003,High,False
4,49,2012-08-17,8531.6,False,81.41,3.552,2531.63,15.04,5.54,1269.13,3528.9,130.7909677,4.077,9387.7,5208.81,7662.7675,False,False,205863,8,Normal,9274.620599999995,9274.620599999995,High,False
4,49,2012-08-31,6707.61,False,76.47,3.646,19617.58,1.02,68.29,7187.73,6428.12,130.8853548,4.077,7524.14,8531.6,8037.762500000001,False,False,205863,8,Normal,6967.475399999993,6967.475399999993,High,False
4,49,2012-09-07,5153.78,True,82.09,3.709,9082.61,16.0,59.06,7217.88,8026.47,130.9325484,4.077,6707.61,7524.14,6979.2825,False,False,205863,9,Normal,5553.733000000002,6386.792950000002,High,False
4,49,2012-09-21,6071.23,False,68.97,3.721,11214.89,5.73,16.84,6376.86,4417.13,131.0103333,4.077,8189.24,5153.78,6530.464999999999,False,False,205863,9,Normal,6487.607800000001,6487.607800000001,High,False
4,49,2012-09-28,6631.64,False,71.74,3.666,5333.92,5.73,2.94,1931.02,9753.37,131.043,4.077,6071.23,8189.24,6511.4725,False,False,205863,9,Normal,6158.378200000004,6158.378200000004,High,False
4,51,2012-06-01,13.86,False,77.41,3.483,10165.22,8.6,47.93,2676.33,4896.34,130.9592258,4.308,2.5,5.0,6.8549999999999995,False,False,205863,6,Normal,10.926400000000006,10.926400000000006,High,False
4,51,2012-06-08,11.88,False,78.11,3.433,7429.46,249.8,7.86,4235.27,9690.55,130.8896774,4.308,13.86,2.5,8.31,False,False,205863,6,Normal,11.7776,11.7776,High,False
4,51,2012-06-15,9.9,False,80.94,3.372,16063.84,84.0,0.22,2105.39,6113.16,130.8295333,4.308,11.88,13.86,9.535,False,False,205863,6,Normal,9.118999999999996,9.118999999999996,High,False
4,51,2012-06-22,3.96,False,81.63,3.329,6619.2,351.22,3.48,5390.02,10920.89,130.7929,4.308,9.9,11.88,9.9,False,False,205863,6,Normal,5.846200000000002,5.846200000000002,High,False
4,51,2012-07-06,15.84,False,80.37,3.187,9789.03,90.0,157.62,10671.47,3864.91,130.7196333,4.077,9.9,3.96,9.899999999999999,False,False,205863,7,Normal,14.625800000000002,14.625800000000002,High,False
4,51,2012-07-13,3.96,False,76.86,3.224,11075.38,151.0,17.27,3810.25,4766.88,130.683,4.077,15.84,9.9,8.415,False,False,205863,7,Normal,6.7599999999999945,6.7599999999999945,High,False
4,52,2011-11-11,4918.99,False,47.12,3.286,12851.52,16658.47,430.13,5630.01,9213.39,129.8167097,5.143,3890.75,5199.55,4592.785,False,False,205863,11,Normal,4930.3269999999975,4930.3269999999975,High,False
4,52,2011-11-18,4079.83,False,50.44,3.294,4539.94,840.56,372.9,613.96,5358.13,129.8268333,5.143,4918.99,3890.75,4522.28,False,False,205863,11,Normal,4336.552599999997,4336.552599999997,High,False
4,52,2011-11-25,7878.05,True,47.96,3.225,561.45,137.88,83340.33,44.04,9239.23,129.8364,5.143,4079.83,4918.99,5191.905000000001,False,False,205863,11,Normal,6735.115799999997,7745.3831699999955,High,False
4,52,2011-12-02,3124.44,False,38.71,3.176,9762.39,160.94,2260.29,4767.86,28604.2,129.8459667,5.143,7878.05,4079.83,5000.3275,False,False,205863,12,Normal,4053.472400000001,4053.472400000001,High,False
4,52,2011-12-09,5291.13,False,31.64,3.153,5857.72,30.0,984.98,4692.5,13503.99,129.8555333,5.143,3124.44,7878.05,5093.362499999999,False,False,205863,12,Normal,4714.829600000001,4714.829600000001,High,False
4,52,2011-12-16,6121.04,False,36.44,3.149,2756.67,72.3,1790.15,777.65,10261.95,129.8980645,5.143,5291.13,3124.44,5603.665,False,False,205863,12,Normal,6756.296199999998,6756.296199999998,High,False
4,52,2011-12-23,9284.42,False,35.92,3.103,2461.94,69.05,2938.24,52.0,4396.76,129.9845484,5.143,6121.04,5291.13,5955.2575,False,False,205863,12,Normal,8346.022799999999,8346.022799999999,High,False
4,52,2011-12-30,3100.81,True,36.89,3.119,3496.13,72413.71,399.77,776.26,5012.53,130.0710323,5.143,9284.42,6121.04,5949.35,False,False,205863,12,Normal,3616.964599999999,4159.509289999998,High,False
4,52,2012-01-06,3998.37,False,38.64,3.158,7857.71,38677.72,234.0,863.22,8682.95,130.1575161,4.607,3100.81,9284.42,5626.16,False,False,205863,1,Normal,3474.084999999998,3474.084999999998,High,False
